46,8,55,16,74,8,7
52,5,38,6,79,8,3
30,3,21,3,85,5,1
38,9,58,14,94,7,8
30,4,40,10,80,5,6
48,2,21,3,78,5,1
38,3,23,4,88,10,0
52,9,58,14,73,7,8
53,7,55,16,92,8,7
56,5,42,8,94,10,2
23,5,40,10,85,5,6
64,4,43,8,78,12,5
33,3,21,3,77,5,1
24,3,21,3,83,5,1
63,2,21,3,83,5,1
40,7,62,18,83,8,9
33,7,58,14,90,7,8
69,5,38,6,88,8,3
39,9,62,18,75,8,9
65,2,23,4,87,10,0
59,10,62,18,77,8,9
31,3,23,4,93,10,0
40,8,58,14,69,7,8
33,5,43,8,86,12,5
51,5,43,8,96,12,5
33,4,40,10,80,5,6
43,4,38,6,79,8,3
32,7,58,14,100,7,8
56,5,43,8,70,12,5
23,1,23,4,73,10,0
43,4,42,8,75,10,2
60,9,62,18,83,8,9
48,5,47,10,91,10,4
25,10,62,18,80,8,9
62,1,21,3,87,5,1
54,8,58,14,84,7,8
38,8,55,16,90,8,7
33,1,21,3,77,5,1
66,3,23,4,87,10,0
33,9,55,16,88,8,7
42,3,23,4,80,10,0
40,1,21,3,84,5,1
44,2,21,3,88,5,1
68,4,47,10,82,10,4
48,9,62,18,70,8,9
36,9,62,18,82,8,9
26,3,23,4,79,10,0
43,3,23,4,87,10,0
43,9,55,16,76,8,7
45,5,40,10,80,5,6
51,7,55,16,96,8,7
31,4,42,8,79,10,2
47,5,43,8,83,12,5
59,10,58,14,84,7,8
60,5,40,10,83,5,6
69,4,42,8,86,10,2
61,5,43,8,94,12,5
51,4,42,8,74,10,2
52,5,42,8,82,10,2
65,4,40,10,86,5,6
24,1,21,3,84,5,1
54,7,55,16,86,8,7
36,4,40,10,79,5,6
54,1,23,4,97,10,0
34,8,55,16,78,8,7
40,10,62,18,75,8,9
46,10,58,14,81,7,8
29,4,38,6,76,8,3
40,5,38,6,72,8,3
23,9,58,14,79,7,8
66,4,38,6,76,8,3
27,7,58,14,81,7,8
52,10,55,16,73,8,7
38,3,21,3,88,5,1
68,7,55,16,90,8,7
46,4,43,8,87,12,5
63,1,23,4,76,10,0
62,5,47,10,92,10,4
58,9,62,18,74,8,9
33,10,62,18,81,8,9
46,4,47,10,87,10,4
49,4,40,10,89,5,6
58,4,38,6,99,8,3
67,5,42,8,96,10,2
61,4,42,8,76,10,2
48,4,38,6,75,8,3
49,2,23,4,76,10,0
65,8,55,16,79,8,7
57,5,42,8,78,10,2
68,2,23,4,91,10,0
67,2,21,3,85,5,1
29,4,47,10,84,10,4
68,2,23,4,82,10,0
57,4,42,8,82,10,2
31,3,23,4,84,10,0
60,1,21,3,84,5,1
45,5,47,10,76,10,4
47,5,40,10,89,5,6
57,4,42,8,92,10,2
37,3,23,4,81,10,0
68,2,23,4,85,10,0
33,1,21,3,86,5,1
39,10,62,18,76,8,9
63,1,21,3,76,5,1
49,9,55,16,80,8,7
30,10,55,16,82,8,7
26,1,21,3,71,5,1
45,2,21,3,69,5,1
25,7,55,16,79,8,7
27,10,55,16,80,8,7
43,10,62,18,93,8,9
59,8,58,14,85,7,8
27,2,21,3,71,5,1
25,3,21,3,81,5,1
28,10,55,16,86,8,7
41,7,62,18,83,8,9
65,9,58,14,86,7,8
59,5,38,6,91,8,3
32,3,23,4,83,10,0
59,2,23,4,80,10,0
35,10,58,14,75,7,8
56,9,55,16,84,8,7
66,2,23,4,74,10,0
38,5,40,10,81,5,6
59,1,21,3,71,5,1
43,5,40,10,64,5,6
37,10,62,18,86,8,9
52,4,40,10,78,5,6
24,10,62,18,84,8,9
31,3,23,4,96,10,0
46,2,23,4,79,10,0
46,1,23,4,91,10,0
51,2,21,3,74,5,1
63,7,58,14,77,7,8
64,4,42,8,94,10,2
53,5,47,10,95,10,4
46,5,38,6,78,8,3
46,5,42,8,73,10,2
68,2,23,4,76,10,0
31,2,21,3,86,5,1
38,5,42,8,86,10,2
56,3,23,4,89,10,0
30,4,47,10,91,10,4
59,3,23,4,78,10,0
26,3,21,3,91,5,1
23,1,21,3,78,5,1
45,3,23,4,77,10,0
23,2,21,3,73,5,1
59,4,43,8,72,12,5
48,4,47,10,81,10,4
34,1,21,3,82,5,1
56,4,40,10,81,5,6
63,7,58,14,75,7,8
49,5,38,6,82,8,3
49,8,62,18,80,8,9
43,5,43,8,76,12,5
41,3,21,3,79,5,1
47,8,62,18,94,8,9
66,7,62,18,84,8,9
60,10,62,18,78,8,9
45,1,21,3,89,5,1
69,3,23,4,86,10,0
68,10,55,16,92,8,7
36,8,55,16,74,8,7
46,5,47,10,83,10,4
40,5,42,8,72,10,2
24,4,43,8,88,12,5
58,4,42,8,88,10,2
44,1,23,4,83,10,0
32,4,42,8,91,10,2
55,4,42,8,81,10,2
60,4,47,10,83,10,4
66,8,62,18,73,8,9
25,2,23,4,74,10,0
37,2,23,4,81,10,0
45,10,55,16,86,8,7
30,4,43,8,86,12,5
40,7,58,14,91,7,8
45,8,58,14,88,7,8
53,4,43,8,91,12,5
65,5,43,8,80,12,5
39,4,40,10,70,5,6
63,4,40,10,69,5,6
42,4,38,6,84,8,3
56,10,58,14,85,7,8
38,1,23,4,80,10,0
69,5,43,8,94,12,5
33,7,58,14,83,7,8
44,4,38,6,90,8,3
43,8,55,16,87,8,7
31,10,62,18,81,8,9
35,5,43,8,75,12,5
63,8,62,18,89,8,9
23,5,38,6,92,8,3
37,10,62,18,84,8,9
51,1,21,3,76,5,1
68,7,62,18,92,8,9
55,7,62,18,81,8,9
58,4,42,8,72,10,2
64,3,21,3,81,5,1
38,1,23,4,70,10,0
30,2,21,3,80,5,1
29,2,23,4,91,10,0
38,4,43,8,73,12,5
34,10,58,14,90,7,8
45,3,21,3,79,5,1
47,5,42,8,86,10,2
36,4,47,10,80,10,4
58,5,42,8,82,10,2
31,1,21,3,87,5,1
40,5,42,8,84,10,2
25,4,43,8,93,12,5
29,7,62,18,81,8,9
43,9,55,16,77,8,7
67,4,40,10,80,5,6
47,2,23,4,84,10,0
32,1,23,4,90,10,0
45,4,42,8,79,10,2
47,3,21,3,83,5,1
67,5,42,8,90,10,2
57,4,40,10,87,5,6
39,1,21,3,68,5,1
34,5,43,8,76,12,5
44,4,38,6,77,8,3
58,8,55,16,75,8,7
45,9,58,14,87,7,8
25,4,38,6,64,8,3
63,4,38,6,96,8,3
47,3,21,3,83,5,1
32,9,58,14,83,7,8
51,10,55,16,71,8,7
24,5,42,8,91,10,2
35,4,38,6,83,8,3
38,10,62,18,88,8,9
60,5,42,8,85,10,2
29,1,23,4,71,10,0
23,4,40,10,82,5,6
31,1,21,3,91,5,1
54,1,21,3,88,5,1
31,1,21,3,89,5,1
33,2,23,4,68,10,0
26,2,21,3,86,5,1
53,9,58,14,91,7,8
46,4,47,10,71,10,4
48,7,58,14,86,7,8
27,5,47,10,85,10,4
57,5,42,8,86,10,2
27,9,58,14,84,7,8
59,5,40,10,89,5,6
56,4,38,6,76,8,3
52,4,40,10,82,5,6
23,1,23,4,85,10,0
66,9,58,14,68,7,8
58,5,38,6,93,8,3
30,5,47,10,86,10,4
40,1,21,3,95,5,1
52,3,21,3,92,5,1
70,4,40,10,73,5,6
42,10,62,18,82,8,9
55,1,23,4,93,10,0
31,5,42,8,81,10,2
46,9,62,18,80,8,9
41,5,38,6,76,8,3
28,10,62,18,71,8,9
42,8,55,16,78,8,7
65,4,42,8,82,10,2
44,3,23,4,82,10,0
24,7,58,14,78,7,8
62,5,42,8,77,10,2
29,3,21,3,89,5,1
57,4,47,10,80,10,4
55,4,47,10,80,10,4
48,9,58,14,76,7,8
55,9,55,16,77,8,7
32,8,58,14,82,7,8
46,5,43,8,84,12,5
32,4,40,10,76,5,6
36,9,62,18,82,8,9
62,9,58,14,78,7,8
57,3,21,3,76,5,1
69,4,47,10,87,10,4
37,8,62,18,87,8,9
39,5,38,6,88,8,3
47,7,55,16,86,8,7
42,3,21,3,87,5,1
24,7,62,18,81,8,9
54,3,23,4,73,10,0
68,4,40,10,75,5,6
63,1,23,4,87,10,0
33,10,62,18,68,8,9
47,5,40,10,94,5,6
30,9,58,14,82,7,8
63,9,58,14,82,7,8
27,8,58,14,84,7,8
37,2,21,3,91,5,1
59,1,21,3,71,5,1
69,8,62,18,81,8,9
37,7,58,14,81,7,8
29,8,62,18,77,8,9
47,1,23,4,79,10,0
24,10,55,16,73,8,7
37,7,58,14,82,7,8
25,9,55,16,89,8,7
45,1,21,3,76,5,1
62,8,62,18,77,8,9
66,4,47,10,81,10,4
41,5,40,10,71,5,6
45,9,55,16,83,8,7
38,4,43,8,82,12,5
59,8,62,18,95,8,9
31,7,58,14,77,7,8
60,9,58,14,74,7,8
53,8,55,16,92,8,7
43,5,42,8,81,10,2
39,9,55,16,70,8,7
30,4,43,8,87,12,5
57,7,55,16,90,8,7
43,5,40,10,85,5,6
46,8,62,18,81,8,9
68,4,42,8,83,10,2
39,5,43,8,74,12,5
64,5,38,6,91,8,3
63,5,47,10,81,10,4
53,8,55,16,88,8,7
63,9,62,18,94,8,9
55,5,38,6,82,8,3
56,8,55,16,76,8,7
53,2,23,4,77,10,0
64,3,21,3,71,5,1
27,4,42,8,83,10,2
39,9,55,16,78,8,7
62,8,55,16,79,8,7
58,7,55,16,72,8,7
48,3,21,3,87,5,1
44,2,23,4,80,10,0
64,2,23,4,83,10,0
58,8,58,14,72,7,8
41,7,62,18,79,8,9
32,2,21,3,86,5,1
33,1,23,4,73,10,0
70,8,62,18,78,8,9
31,1,23,4,75,10,0
29,10,62,18,92,8,9
70,1,23,4,92,10,0
65,5,43,8,78,12,5
44,5,43,8,83,12,5
65,8,58,14,72,7,8
70,10,55,16,88,8,7
39,4,47,10,87,10,4
49,1,23,4,98,10,0
36,4,47,10,74,10,4
60,1,21,3,82,5,1
68,4,43,8,85,12,5
45,4,42,8,77,10,2
27,10,62,18,79,8,9
39,4,43,8,74,12,5
44,5,42,8,88,10,2
51,3,21,3,86,5,1
64,7,58,14,88,7,8
65,9,55,16,85,8,7
45,5,43,8,79,12,5
49,4,38,6,83,8,3
52,10,58,14,76,7,8
61,10,55,16,82,8,7
54,4,43,8,83,12,5
53,4,43,8,84,12,5
64,2,23,4,90,10,0
57,2,21,3,95,5,1
67,2,23,4,72,10,0
62,4,40,10,82,5,6
41,2,21,3,74,5,1
41,5,42,8,84,10,2
25,4,42,8,89,10,2
24,9,62,18,90,8,9
55,5,43,8,81,12,5
58,3,21,3,87,5,1
38,4,38,6,76,8,3
49,5,38,6,77,8,3
34,1,21,3,92,5,1
52,5,38,6,90,8,3
49,2,23,4,82,10,0
57,8,62,18,75,8,9
69,9,62,18,89,8,9
42,8,55,16,83,8,7
67,3,21,3,80,5,1
40,10,58,14,76,7,8
43,7,62,18,81,8,9
24,1,23,4,91,10,0
47,5,42,8,73,10,2
34,8,62,18,82,8,9
45,10,58,14,76,7,8
70,10,62,18,88,8,9
64,5,42,8,78,10,2
55,4,42,8,83,10,2
34,7,55,16,87,8,7
57,4,38,6,80,8,3
35,1,21,3,80,5,1
38,3,23,4,90,10,0
57,2,21,3,87,5,1
32,8,62,18,78,8,9
62,7,55,16,80,8,7
33,9,55,16,84,8,7
70,5,38,6,90,8,3
43,10,58,14,86,7,8
31,1,21,3,81,5,1
41,4,42,8,100,10,2
61,10,62,18,85,8,9
42,1,21,3,72,5,1
31,5,43,8,89,12,5
56,5,42,8,85,10,2
25,9,58,14,82,7,8
53,10,58,14,87,7,8
31,5,38,6,81,8,3
28,8,58,14,84,7,8
34,7,55,16,86,8,7
47,8,58,14,79,7,8
56,5,38,6,77,8,3
53,8,62,18,74,8,9
50,10,62,18,68,8,9
54,1,23,4,72,10,0
39,4,38,6,82,8,3
50,4,43,8,77,12,5
65,5,47,10,78,10,4
42,8,55,16,85,8,7
66,1,23,4,67,10,0
48,5,47,10,82,10,4
64,5,40,10,75,5,6
48,4,40,10,79,5,6
55,9,55,16,86,8,7
32,8,62,18,75,8,9
27,2,23,4,87,10,0
46,1,21,3,83,5,1
66,5,43,8,78,12,5
49,4,38,6,81,8,3
52,4,47,10,87,10,4
61,1,21,3,85,5,1
45,8,55,16,76,8,7
31,3,23,4,78,10,0
25,4,42,8,73,10,2
61,2,21,3,85,5,1
27,2,23,4,89,10,0
27,2,23,4,90,10,0
58,5,38,6,79,8,3
47,3,21,3,88,5,1
27,3,23,4,80,10,0
29,1,23,4,90,10,0
32,3,21,3,93,5,1
50,10,58,14,92,7,8
69,3,23,4,79,10,0
58,5,38,6,91,8,3
62,2,21,3,75,5,1
50,5,47,10,79,10,4
35,3,21,3,82,5,1
59,9,55,16,86,8,7
23,8,58,14,100,7,8
45,1,21,3,86,5,1
69,7,62,18,74,8,9
68,2,21,3,79,5,1
41,3,23,4,80,10,0
59,5,43,8,77,12,5
38,3,21,3,88,5,1
29,1,21,3,92,5,1
66,1,21,3,85,5,1
28,8,55,16,78,8,7
52,9,62,18,90,8,9
36,4,47,10,77,10,4
54,3,21,3,66,5,1
65,7,62,18,80,8,9
55,1,21,3,71,5,1
26,8,55,16,92,8,7
70,8,62,18,86,8,9
67,3,21,3,88,5,1
69,1,23,4,89,10,0
33,5,38,6,94,8,3
34,5,42,8,72,10,2
70,1,23,4,80,10,0
53,7,62,18,81,8,9
60,1,21,3,89,5,1
59,1,23,4,77,10,0
66,3,23,4,82,10,0
66,5,40,10,78,5,6
58,5,40,10,78,5,6
68,1,23,4,99,10,0
45,10,62,18,71,8,9
37,4,43,8,76,12,5
28,7,55,16,74,8,7
27,4,40,10,84,5,6
61,5,40,10,76,5,6
58,8,55,16,82,8,7
56,2,21,3,90,5,1
26,5,43,8,73,12,5
50,5,42,8,89,10,2
35,1,21,3,80,5,1
40,2,21,3,72,5,1
62,5,42,8,89,10,2
70,5,38,6,87,8,3
62,9,55,16,72,8,7
47,3,23,4,78,10,0
37,8,62,18,76,8,9
62,9,62,18,81,8,9
48,5,47,10,83,10,4
43,5,40,10,83,5,6
32,5,42,8,73,10,2
56,4,47,10,91,10,4
26,4,47,10,74,10,4
65,3,21,3,81,5,1
37,4,42,8,79,10,2
27,7,55,16,96,8,7
43,9,62,18,85,8,9
31,5,42,8,90,10,2
48,10,58,14,89,7,8
54,10,62,18,88,8,9
61,3,23,4,86,10,0
34,1,21,3,80,5,1
46,1,23,4,84,10,0
70,1,23,4,72,10,0
49,3,21,3,68,5,1
23,10,55,16,90,8,7
34,5,38,6,69,8,3
39,1,23,4,90,10,0
45,4,40,10,87,5,6
43,8,55,16,87,8,7
28,4,43,8,86,12,5
40,2,23,4,74,10,0
41,5,38,6,86,8,3
55,2,21,3,84,5,1
42,2,21,3,90,5,1
27,9,62,18,84,8,9
51,5,47,10,69,10,4
30,5,42,8,85,10,2
30,3,23,4,73,10,0
70,3,21,3,78,5,1
60,7,62,18,84,8,9
54,3,21,3,85,5,1
28,5,47,10,92,10,4
31,3,23,4,86,10,0
51,10,55,16,95,8,7
52,9,55,16,87,8,7
25,5,38,6,81,8,3
46,3,21,3,83,5,1
40,5,40,10,88,5,6
29,4,47,10,87,10,4
37,4,43,8,91,12,5
27,3,23,4,93,10,0
51,8,62,18,80,8,9
54,3,21,3,81,5,1
46,8,58,14,78,7,8
36,1,23,4,70,10,0
56,3,23,4,77,10,0
36,7,62,18,68,8,9
36,4,38,6,74,8,3
53,3,21,3,73,5,1
33,10,58,14,76,7,8
28,2,23,4,91,10,0
35,4,40,10,73,5,6
64,8,55,16,85,8,7
69,5,47,10,83,10,4
40,5,38,6,75,8,3
59,7,62,18,82,8,9
37,1,21,3,90,5,1
38,3,23,4,82,10,0
59,5,47,10,83,10,4
54,3,21,3,68,5,1
51,3,21,3,74,5,1
57,3,21,3,85,5,1
40,9,62,18,88,8,9
43,5,47,10,78,10,4
23,5,43,8,83,12,5
61,3,23,4,80,10,0
52,5,43,8,81,12,5
61,5,47,10,92,10,4
57,5,42,8,82,10,2
58,8,62,18,89,8,9
37,4,43,8,85,12,5
66,9,62,18,79,8,9
32,8,62,18,83,8,9
41,4,43,8,86,12,5
50,8,55,16,89,8,7
51,4,42,8,82,10,2
48,1,21,3,86,5,1
47,3,21,3,73,5,1
50,5,42,8,89,10,2
45,5,47,10,80,10,4
47,1,21,3,92,5,1
55,5,42,8,75,10,2
65,3,21,3,86,5,1
27,10,62,18,86,8,9
37,9,55,16,86,8,7
43,7,58,14,98,7,8
53,4,43,8,77,12,5
57,4,38,6,79,8,3
58,10,55,16,85,8,7
56,10,58,14,88,7,8
47,10,55,16,87,8,7
44,3,23,4,74,10,0
35,3,21,3,94,5,1
40,9,58,14,75,7,8
70,9,58,14,79,7,8
49,9,62,18,87,8,9
34,2,23,4,83,10,0
58,5,42,8,85,10,2
35,10,58,14,85,7,8
26,7,55,16,83,8,7
46,9,58,14,82,7,8
40,4,47,10,79,10,4
41,4,38,6,83,8,3
25,10,58,14,68,7,8
23,2,23,4,85,10,0
40,5,38,6,80,8,3
27,4,42,8,84,10,2
53,5,38,6,83,8,3
41,4,42,8,78,10,2
49,5,42,8,76,10,2
55,5,40,10,65,5,6
39,3,21,3,82,5,1
59,10,55,16,91,8,7
70,4,38,6,77,8,3
62,4,47,10,72,10,4
70,1,21,3,82,5,1
37,9,58,14,79,7,8
67,4,47,10,79,10,4
27,1,23,4,79,10,0
48,1,23,4,75,10,0
39,5,38,6,81,8,3
27,1,23,4,81,10,0
54,10,55,16,91,8,7
52,4,47,10,81,10,4
65,2,23,4,74,10,0
56,3,21,3,78,5,1
57,8,62,18,85,8,9
44,9,55,16,82,8,7
25,9,55,16,63,8,7
46,5,40,10,85,5,6
28,2,21,3,82,5,1
60,3,23,4,92,10,0
39,9,55,16,85,8,7
41,4,38,6,74,8,3
43,4,40,10,84,5,6
26,7,62,18,70,8,9
41,5,38,6,83,8,3
24,5,40,10,79,5,6
41,3,23,4,87,10,0
43,3,21,3,96,5,1
67,2,23,4,89,10,0
27,1,23,4,90,10,0
31,8,55,16,86,8,7
58,10,58,14,95,7,8
34,4,40,10,79,5,6
63,7,58,14,77,7,8
25,2,23,4,87,10,0
68,10,62,18,99,8,9
60,10,62,18,93,8,9
52,4,47,10,78,10,4
25,8,55,16,73,8,7
29,9,62,18,84,8,9
46,1,23,4,86,10,0
35,7,62,18,75,8,9
23,7,55,16,92,8,7
50,3,23,4,74,10,0
42,1,21,3,91,5,1
46,8,58,14,77,7,8
23,4,42,8,97,10,2
67,3,21,3,91,5,1
52,7,58,14,74,7,8
69,4,40,10,72,5,6
43,10,55,16,79,8,7
70,3,21,3,78,5,1
51,5,40,10,84,5,6
27,4,38,6,79,8,3
34,3,21,3,84,5,1
51,4,43,8,97,12,5
32,7,62,18,77,8,9
35,3,23,4,100,10,0
64,1,21,3,96,5,1
64,10,55,16,89,8,7
59,9,58,14,81,7,8
57,7,58,14,69,7,8
51,1,23,4,86,10,0
68,3,23,4,84,10,0
39,1,21,3,71,5,1
42,1,23,4,91,10,0
47,3,23,4,98,10,0
58,3,23,4,78,10,0
66,3,21,3,89,5,1
28,1,21,3,84,5,1
56,1,23,4,88,10,0
61,4,47,10,76,10,4
54,1,23,4,95,10,0
64,1,21,3,97,5,1
35,3,23,4,88,10,0
66,8,55,16,85,8,7
68,8,58,14,83,7,8
51,9,58,14,74,7,8
46,2,21,3,84,5,1
31,2,21,3,92,5,1
49,2,21,3,74,5,1
49,8,58,14,77,7,8
66,10,55,16,83,8,7
67,10,62,18,83,8,9
42,5,43,8,84,12,5
40,7,62,18,79,8,9
38,5,47,10,70,10,4
37,2,23,4,76,10,0
24,7,58,14,100,7,8
41,2,21,3,78,5,1
25,9,58,14,71,7,8
64,3,23,4,82,10,0
70,8,58,14,88,7,8
46,1,23,4,89,10,0
53,4,38,6,89,8,3
69,2,21,3,82,5,1
31,5,43,8,81,12,5
44,4,47,10,70,10,4
32,9,55,16,76,8,7
28,5,43,8,89,12,5
62,1,21,3,79,5,1
58,8,58,14,90,7,8
30,10,58,14,70,7,8
26,4,40,10,71,5,6
57,2,21,3,83,5,1
64,3,23,4,77,10,0
34,7,58,14,81,7,8
29,4,38,6,71,8,3
50,8,55,16,80,8,7
65,3,23,4,84,10,0
56,5,43,8,87,12,5
32,5,43,8,93,12,5
59,5,43,8,83,12,5
28,8,55,16,94,8,7
69,2,21,3,74,5,1
28,4,47,10,86,10,4
65,7,55,16,94,8,7
56,2,21,3,90,5,1
40,5,40,10,90,5,6
69,5,42,8,70,10,2
25,4,42,8,83,10,2
47,8,55,16,86,8,7
29,1,21,3,92,5,1
28,9,55,16,87,8,7
65,2,23,4,86,10,0
38,7,58,14,83,7,8
66,5,40,10,88,5,6
63,5,43,8,87,12,5
70,5,42,8,78,10,2
53,9,58,14,98,7,8
35,5,40,10,81,5,6
57,8,55,16,78,8,7
59,2,23,4,88,10,0
37,1,21,3,98,5,1
43,2,23,4,76,10,0
61,8,58,14,91,7,8
35,8,58,14,70,7,8
25,8,62,18,87,8,9
34,7,62,18,82,8,9
34,3,23,4,89,10,0
63,1,21,3,73,5,1
44,3,23,4,80,10,0
36,3,23,4,82,10,0
47,3,21,3,88,5,1
48,2,21,3,79,5,1
23,10,62,18,89,8,9
47,1,23,4,90,10,0
30,5,42,8,79,10,2
67,3,23,4,81,10,0
52,4,42,8,72,10,2
60,3,23,4,87,10,0
67,10,62,18,78,8,9
52,5,47,10,86,10,4
52,2,23,4,88,10,0
55,5,42,8,79,10,2
62,3,21,3,87,5,1
48,1,21,3,66,5,1
65,1,21,3,77,5,1
47,7,62,18,78,8,9
55,5,38,6,80,8,3
60,3,23,4,74,10,0
61,7,58,14,81,7,8
59,5,43,8,79,12,5
64,2,21,3,75,5,1
44,1,21,3,89,5,1
37,4,43,8,82,12,5
29,10,55,16,91,8,7
68,4,43,8,78,12,5
69,4,40,10,83,5,6
48,10,55,16,96,8,7
41,1,21,3,74,5,1
60,4,47,10,83,10,4
42,4,47,10,85,10,4
69,5,40,10,81,5,6
23,4,42,8,86,10,2
58,10,55,16,84,8,7
38,3,21,3,80,5,1
36,5,42,8,77,10,2
24,8,58,14,89,7,8
64,3,23,4,74,10,0
53,7,62,18,77,8,9
55,8,62,18,72,8,9
56,5,47,10,85,10,4
57,5,38,6,76,8,3
23,10,55,16,91,8,7
35,4,38,6,79,8,3
31,2,23,4,84,10,0
41,9,55,16,93,8,7
37,3,23,4,86,10,0
30,1,21,3,79,5,1
51,2,21,3,74,5,1
39,4,38,6,87,8,3
23,10,58,14,70,7,8
33,1,21,3,84,5,1
37,5,42,8,80,10,2
47,4,38,6,79,8,3
41,10,55,16,83,8,7
52,3,23,4,81,10,0
64,3,23,4,77,10,0
48,9,58,14,85,7,8
68,5,43,8,90,12,5
47,3,23,4,72,10,0
62,4,38,6,79,8,3
41,2,23,4,86,10,0
51,8,58,14,91,7,8
62,9,55,16,79,8,7
57,5,40,10,84,5,6
50,10,58,14,84,7,8
54,5,38,6,82,8,3
49,4,42,8,79,10,2
35,5,42,8,83,10,2
67,8,58,14,81,7,8
40,1,23,4,80,10,0
36,3,23,4,79,10,0
36,5,42,8,91,10,2
49,2,23,4,88,10,0
65,3,23,4,79,10,0
66,5,42,8,83,10,2
58,4,42,8,67,10,2
37,10,58,14,80,7,8
65,9,58,14,73,7,8
40,5,40,10,84,5,6
24,8,55,16,74,8,7
44,4,42,8,94,10,2
35,2,23,4,88,10,0
48,9,55,16,88,8,7
64,4,40,10,92,5,6
54,3,23,4,77,10,0
24,9,58,14,83,7,8
32,1,23,4,70,10,0
35,2,21,3,70,5,1
58,9,58,14,75,7,8
39,5,38,6,80,8,3
66,1,21,3,72,5,1
30,1,21,3,70,5,1
58,4,43,8,89,12,5
57,2,21,3,87,5,1
69,8,62,18,87,8,9
32,4,38,6,88,8,3
52,10,62,18,72,8,9
41,10,58,14,84,7,8
33,10,55,16,73,8,7
31,2,21,3,85,5,1
28,5,40,10,90,5,6
28,4,47,10,86,10,4
59,5,43,8,94,12,5
56,5,47,10,87,10,4
